Row,Author,Location,Country,Mult.country,Habitat.type,Moment,Species.English,Species.scientific,Host.taxonomic.class,Sampling.method,Hosts.studied,Host.infested,Infestation.prevalence,Total.ticks,Mean.abundance,Stages,Larvae.on.hosts,Mean.larval.abundance,Hosts.infested.with.larvae,Nymphs.on.hosts,Mean.nymphal.abundance,Host.infested.with.nymphs,Adults.on.hosts,Mean.adult.abundance,Host.infested.with.adults,Any.SD..SE.or.CI.given,Note.on.confidence,Same.animals.AF.AH,Same.ref.AH.AF,Same.animals.BH.BF,Same.ref.BH.BF,Multiple.species,Notes,Birds,Additional.data.email,Data.collection,Double.ext
0910,"Sandor et al., 2014","Grindul Lupilor, Tulcea (44°41'N; 28°56'E)",Romania,No,"Reed beds (Phragmites australis) and reed-mace stands (Typha spp.), with small patches of marshy vegetation (mostly Carex spp, Juncus spp.) and dry grasslands on sand",April and October 2011 and 2012,Common chiffchaff,Phylloscopus collybita,Bird,Scientific capturing,96,1,0.01,1,0.01,Yes,0,0.00,NA,1,0.01,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0911,"Sandor et al., 2014","Grindul Lupilor, Tulcea (44°41'N; 28°56'E)",Romania,No,"Reed beds (Phragmites australis) and reed-mace stands (Typha spp.), with small patches of marshy vegetation (mostly Carex spp, Juncus spp.) and dry grasslands on sand",April and October 2011 and 2012,Willow warbler,Phylloscopus trochilus,Bird,Scientific capturing,8,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0912,"Sandor et al., 2014","Grindul Lupilor, Tulcea (44°41'N; 28°56'E)",Romania,No,"Reed beds (Phragmites australis) and reed-mace stands (Typha spp.), with small patches of marshy vegetation (mostly Carex spp, Juncus spp.) and dry grasslands on sand",April and October 2011 and 2012,Eurasian magpie,Pica pica,Bird,Scientific capturing,3,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0913,"Sandor et al., 2014","Grindul Lupilor, Tulcea (44°41'N; 28°56'E)",Romania,No,"Reed beds (Phragmites australis) and reed-mace stands (Typha spp.), with small patches of marshy vegetation (mostly Carex spp, Juncus spp.) and dry grasslands on sand",April and October 2011 and 2012,Dunnock,Prunella modularis,Bird,Scientific capturing,7,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0914,"Sandor et al., 2014","Grindul Lupilor, Tulcea (44°41'N; 28°56'E)",Romania,No,"Reed beds (Phragmites australis) and reed-mace stands (Typha spp.), with small patches of marshy vegetation (mostly Carex spp, Juncus spp.) and dry grasslands on sand",April and October 2011 and 2012,Goldcrest,Regulus regulus,Bird,Scientific capturing,47,2,0.04,2,0.04,Yes,1,0.02,NA,1,0.02,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0915,"Sandor et al., 2014","Grindul Lupilor, Tulcea (44°41'N; 28°56'E)",Romania,No,"Reed beds (Phragmites australis) and reed-mace stands (Typha spp.), with small patches of marshy vegetation (mostly Carex spp, Juncus spp.) and dry grasslands on sand",April and October 2011 and 2012,Eurasian penduline tit,Remiz pendulinus,Bird,Scientific capturing,5,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0916,"Sandor et al., 2014","Grindul Lupilor, Tulcea (44°41'N; 28°56'E)",Romania,No,"Reed beds (Phragmites australis) and reed-mace stands (Typha spp.), with small patches of marshy vegetation (mostly Carex spp, Juncus spp.) and dry grasslands on sand",April and October 2011 and 2012,Whinchat,Saxicola rubetra,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0917,"Sandor et al., 2014","Grindul Lupilor, Tulcea (44°41'N; 28°56'E)",Romania,No,"Reed beds (Phragmites australis) and reed-mace stands (Typha spp.), with small patches of marshy vegetation (mostly Carex spp, Juncus spp.) and dry grasslands on sand",April and October 2011 and 2012,Common stonechat,Saxicola torquatus,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0918,"Sandor et al., 2014","Grindul Lupilor, Tulcea (44°41'N; 28°56'E)",Romania,No,"Reed beds (Phragmites australis) and reed-mace stands (Typha spp.), with small patches of marshy vegetation (mostly Carex spp, Juncus spp.) and dry grasslands on sand",April and October 2011 and 2012,Common starling,Sturnus vulgaris,Bird,Scientific capturing,15,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0919,"Sandor et al., 2014","Grindul Lupilor, Tulcea (44°41'N; 28°56'E)",Romania,No,"Reed beds (Phragmites australis) and reed-mace stands (Typha spp.), with small patches of marshy vegetation (mostly Carex spp, Juncus spp.) and dry grasslands on sand",April and October 2011 and 2012,Eurasian blackcap,Sylvia atricapilla,Bird,Scientific capturing,13,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0920,"Sandor et al., 2014","Grindul Lupilor, Tulcea (44°41'N; 28°56'E)",Romania,No,"Reed beds (Phragmites australis) and reed-mace stands (Typha spp.), with small patches of marshy vegetation (mostly Carex spp, Juncus spp.) and dry grasslands on sand",April and October 2011 and 2012,Garden warbler,Sylvia borin,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0921,"Sandor et al., 2014","Grindul Lupilor, Tulcea (44°41'N; 28°56'E)",Romania,No,"Reed beds (Phragmites australis) and reed-mace stands (Typha spp.), with small patches of marshy vegetation (mostly Carex spp, Juncus spp.) and dry grasslands on sand",April and October 2011 and 2012,Lesser whitethroat,Sylvia curruca,Bird,Scientific capturing,31,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0922,"Sandor et al., 2014","Grindul Lupilor, Tulcea (44°41'N; 28°56'E)",Romania,No,"Reed beds (Phragmites australis) and reed-mace stands (Typha spp.), with small patches of marshy vegetation (mostly Carex spp, Juncus spp.) and dry grasslands on sand",April and October 2011 and 2012,Eurasian wren,Troglodytes troglodytes,Bird,Scientific capturing,29,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0923,"Sandor et al., 2014","Grindul Lupilor, Tulcea (44°41'N; 28°56'E)",Romania,No,"Reed beds (Phragmites australis) and reed-mace stands (Typha spp.), with small patches of marshy vegetation (mostly Carex spp, Juncus spp.) and dry grasslands on sand",April and October 2011 and 2012,Common blackbird,Turdus merula,Bird,Scientific capturing,142,NA,NA,137,0.96,Yes,35,0.25,NA,95,0.67,NA,7,0.05,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0924,"Sandor et al., 2014","Grindul Lupilor, Tulcea (44°41'N; 28°56'E)",Romania,No,"Reed beds (Phragmites australis) and reed-mace stands (Typha spp.), with small patches of marshy vegetation (mostly Carex spp, Juncus spp.) and dry grasslands on sand",April and October 2011 and 2012,Song thrush,Turdus philomelos,Bird,Scientific capturing,91,NA,NA,50,0.55,Yes,40,0.44,NA,10,0.11,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0925,"Sandor et al., 2014","Grindul Lupilor, Tulcea (44°41'N; 28°56'E)",Romania,No,"Reed beds (Phragmites australis) and reed-mace stands (Typha spp.), with small patches of marshy vegetation (mostly Carex spp, Juncus spp.) and dry grasslands on sand",April and October 2011 and 2012,Hoopoe,Upupa epops,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0926,"Sandor et al., 2017a","Sebes, (45.948229N; 23.562736E)",Romania,No,Urban,"June 13, 2013",Rook,Corvus frugilegus,Bird,Scientific capturing,57,NA,NA,23,0.40,Yes,23,0.40,NA,0,0.00,NA,0,0.00,NA,No,NA,AH+AF,"Sandor et al., (2017a)",,,No,,Resident birds,,F,Yes
0927,"Sandor et al., 2017a","Sebes, (45.948229N; 23.562736E)",Romania,No,Urban,"June 13, 2013",Western jackdaw,Corvus monedula,Bird,Scientific capturing,51,NA,NA,4,0.08,Yes,2,0.04,NA,2,0.04,NA,0,0.00,NA,No,NA,AH+AF,"Sandor et al., (2017a)",,,No,,Resident birds,,F,Yes
0928,"Sandor et al., 2017b",Transylvania,Romania,No,High forest cover and low intensity of subsitence agriculture,May 2010 - April 2012,Red fox,Vulpes vulpes,Mammal,Hunted and road kill,293,44,0.15,219,0.75,Yes,2,0.01,NA,9,0.03,NA,208,0.71,NA,Yes,"Infestation prevalence 95%CI: 10,1-19,8%",No,NA,,,No,,No birds,,F,Yes
0929,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Western barbastella,Barbastella barbastellus,Mammal,Scientific capturing,81,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0930,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Serotine bat,Eptesicus serotinus,Mammal,Scientific capturing,23,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0931,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Common bent-wing bat,Miniopterus schreibersii,Mammal,Scientific capturing,1371,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0932,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Alcathoe bat,Myotis alcathoe,Mammal,Scientific capturing,14,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0933,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Steppe whiskered bat,Myotis aurascens,Mammal,Scientific capturing,11,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0934,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Bechstein's bat,Myotis bechsteinii,Mammal,Scientific capturing,46,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0935,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Lesser mouse-eared bat,Myotis blythii,Mammal,Scientific capturing,278,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0936,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Brandt's bat,Myotis brandtii,Mammal,Scientific capturing,4,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0937,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Long-fingered bat,Myotis capaccinii,Mammal,Scientific capturing,189,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0938,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Pond bat,Myotis dasycneme,Mammal,Scientific capturing,3,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0939,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Daubenton's bat,Myotis daubentonii,Mammal,Scientific capturing,286,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0940,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Geoffroy's bat,Myotis emarginatus,Mammal,Scientific capturing,17,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0941,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Mouse-eared bat,Myotis myotis,Mammal,Scientific capturing,137,1,0.01,1,0.01,Yes,1,0.01,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0942,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Whiskered bat,Myotis mystacinus,Mammal,Scientific capturing,5,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0943,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Natterer's bat,Myotis nattereri,Mammal,Scientific capturing,12,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0944,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Greater noctule ,Nyctalus lasiopterus,Mammal,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0945,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Lesser noctule ,Nyctalus leisleri,Mammal,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0946,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Common noctule,Nyctalus noctula,Mammal,Scientific capturing,162,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0947,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Kuhl's pipistrelle,Pipistrellus kuhlii,Mammal,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0948,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Nathusius' pipistrellus,Pipistrellus nathusii,Mammal,Scientific capturing,13,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0949,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Common pipistrelle,Pipistrellus pipistrellus,Mammal,Scientific capturing,16,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0950,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Soprano pipistrelle,Pipistrellus pygmaeus,Mammal,Scientific capturing,4,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0951,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Brown long-eared bat,Plecotus auritus,Mammal,Scientific capturing,13,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0952,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Grey long-eared bat,Plecotus austriacus,Mammal,Scientific capturing,39,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0953,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Blasius' horseshoe bat,Rhinolophus blasii,Mammal,Scientific capturing,14,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0954,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Mediterranean horseshoe bat,Rhinolophus euryale,Mammal,Scientific capturing,189,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0955,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Greater horseshoe bat,Rhinolophus ferrumequinum,Mammal,Scientific capturing,282,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0956,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Lesser horseshoe bat,Rhinolophus hipposideros,Mammal,Scientific capturing,104,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0957,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Mehely's horseshoe bat,Rhinolophus mehelyi,Mammal,Scientific capturing,125,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0958,"Sandor et al., 2019",30 different locations,Romania an Bulgaria,Yes,"Captured close to roost sites, habitat corridors, above small streams and lakes, as well as at swarming sites",Spring (before mid-May) and autumn (July-October) 2015-2018,Parti-coloured bat,Vespertilio murinus,Mammal,Scientific capturing,26,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,,,No,NA,No,,No birds,No,L,No
0959,"Sandor et al., 2021",Burgas region ,Bulgaria,No,NA,May-June 2018-2020,Eurasian eagle owl,Bubo bubo,Bird,Scientific capturing,33,1,0.03,1,0.03,Yes,0,0.00,0,1,0.03,1,0,0.00,0,No,NA,,,No,NA,No,,Resident birds,No,L,No
0960,"Savitskii, 1985",Belarus,Belarus,No,NA,April - October 1960 - 1982,Eurasian elk,Alces alces,Mammal,NA,80,NA,NA,595,7.44,Yes,0,0.00,NA,10,0.13,NA,585,7.31,NA,No,NA,No,NA,,,No,Paper in Russian,No birds,,F,Yes
0961,"Savitskii, 1985",Belarus,Belarus,No,NA,April - October 1960 - 1982,European roe deer,Capreolus capreolus,Mammal,NA,42,NA,NA,224,5.33,Yes,15,0.36,NA,14,0.33,NA,195,4.64,NA,No,NA,No,NA,,,No,Paper in Russian,No birds,,F,Yes
0962,"Savitskii, 1985",Belarus,Belarus,No,NA,April - October 1960 - 1982,Wild boar,Sus scrofa,Mammal,NA,39,NA,NA,100,2.56,Yes,1,0.03,NA,0,0.00,NA,99,2.54,NA,no,NA,No,NA,,,No,Paper in Russian,No birds,,F,Yes
0963,"Scali et al., 2001","La Fagiana Natural Reserve, Ticino Valley Natural Park, Lombardy",Italy,No,"Carpinion association, the most common spontaneous tree and shrub species are: Quercus robur, Q. pubescens, Q. petraea, Carpinus betulus, Populus nigra, P. alba, Sal<ec>x sp., Alnus glutinosa, Corylus avellana, Acer campestre, and Crataegus monogyna.","June - October 1997, April - September 1998 and April - June 1999",Western green lizard,Lacerta bilineata,Reptile,Scientific capturing,202,148,0.73,2349,11.63,Yes,1252,6.20,NA,1097,5.43,NA,0,0.00,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
0964,"Sgroi et al., 2021a",Campania region,Italy,No,NA,October - December 2019,Wild boar,Sus scrofa,Mammal,Hunting,93,1,0.01,1,0.01,Yes,0,0.00,0,0,0.00,0,1,0.01,1,No,NA,,,No,NA,No,,No birds,No,L,No
0965,"Silaghi et al., 2012","Eastern shore of Lake Cospuden, Leipziger Neuseenland, Saxony; Lößnig-Dölitz, Leipzig, Saxony; Leipziger Auwald, Leipzig, Saxony (fig.1)",Germany,No,Renaturated areas and riparian forest area,"August 2010, October 2010, March 2011 and June 2011",Yellow-necked field mouse,Apodemus flavicollis,Mammal,Scientific capturing,32,22,0.69,116,3.63,Yes,88,2.75,NA,28,0.88,NA,0,0.00,NA,No,NA,AH+AF,"Silaghi et al., (2012)",,,No,Additional information obtained from author,No birds,,F,Yes
0966,"Silaghi et al., 2012","Eastern shore of Lake Cospuden, Leipziger Neuseenland, Saxony; Lößnig-Dölitz, Leipzig, Saxony; Leipziger Auwald, Leipzig, Saxony (fig.1)",Germany,No,Renaturated areas and riparian forest area,"August 2010, October 2010, March 2011 and June 2011",Bank vole,Myodes glareolus,Mammal,Scientific capturing,36,19,0.53,79,2.19,Yes,72,2.00,NA,7,0.19,NA,0,0.00,NA,No,NA,AH+AF,"Silaghi et al., (2012)",,,No,Additional information obtained from author,No birds,,F,Yes
0967,"Silaghi et al., 2012","Eastern shore of Lake Cospuden, Leipziger Neuseenland, Saxony; Lößnig-Dölitz, Leipzig, Saxony; Leipziger Auwald, Leipzig, Saxony (fig.1)",Germany,No,Renaturated areas and riparian forest area,"August 2010, October 2010, March 2011 and June 2011",Common shrew,Sorex araneus,Mammal,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,AH,"Silaghi et al., (2012)",,,No,,No birds,,F,Yes
0968,"Silaghi et al., 2012","Eastern shore of Lake Cospuden, Leipziger Neuseenland, Saxony; Lößnig-Dölitz, Leipzig, Saxony; Leipziger Auwald, Leipzig, Saxony (fig.1)",Germany,No,Renaturated areas and riparian forest area,"August 2010, October 2010, March 2011 and June 2011",Striped field mouse,Apodemus agrarius,Mammal,Scientific capturing,3,2,0.67,18,6.00,Yes,13,4.33,2,5,1.67,1,0,0.00,0,No,NA,AH+AF,"Silaghi et al., (2012)",,,No,,No birds,,F,Yes
0969,"Silaghi et al., 2012","Eastern shore of Lake Cospuden, Leipziger Neuseenland, Saxony; Lößnig-Dölitz, Leipzig, Saxony; Leipziger Auwald, Leipzig, Saxony (fig.1)",Germany,No,Renaturated areas and riparian forest area,"August 2010, October 2010, March 2011 and June 2011",European water vole,Arvicola terrestris,Mammal,Cat killed,3,2,0.67,3,1.00,Yes,0,0.00,0,3,1.00,2,0,0.00,0,No,NA,AH+AF,"Silaghi et al., (2012)",,,No,,No birds,,F,Yes
0970,"Silaghi et al., 2012","Eastern shore of Lake Cospuden, Leipziger Neuseenland, Saxony; Lößnig-Dölitz, Leipzig, Saxony; Leipziger Auwald, Leipzig, Saxony (fig.1)",Germany,No,Renaturated areas and riparian forest area,"August 2010, October 2010, March 2011 and June 2011",Greater white-toothed shrew,Crocidura russula,Mammal,Cat killed,4,2,0.50,12,3.00,Yes,11,2.75,2,1,0.25,1,0,0.00,0,No,NA,AH+AF,"Silaghi et al., (2012)",,,No,,No birds,,F,Yes
0971,"Silaghi et al., 2012","Eastern shore of Lake Cospuden, Leipziger Neuseenland, Saxony; Lößnig-Dölitz, Leipzig, Saxony; Leipziger Auwald, Leipzig, Saxony (fig.1)",Germany,No,Renaturated areas and riparian forest area,"August 2010, October 2010, March 2011 and June 2011",European mole,Talpa europaea,Mammal,Cat killed,1,1,1.00,4,4.00,Yes,4,4.00,1,0,0.00,0,0,0.00,0,No,NA,AH+AF,"Silaghi et al., (2012)",,,No,,No birds,,F,Yes
0972,"Sinski et al., 2006","Urwitałt near Mikołajki (53º47.745’ N, 21º39.640’ E), Mazury Lakes district",Poland,No,Deciduous woodlands and neighbouring fallow lands,April - October in 1998 -2001,Yellow-necked field mouse,Apodemus flavicollis,Mammal,Scientific capturing,281,259,0.92,2963,10.54,Yes,2808,9.99,NA,155,0.55,NA,0,0.00,NA,Yes,SE only given for all ticks,No,NA,,,No,,No birds,,F,Yes
0973,"Sinski et al., 2006","Urwitałt near Mikołajki (53º47.745’ N, 21º39.640’ E), Mazury Lakes district",Poland,No,Deciduous woodlands and neighbouring fallow lands,April - October in 1998 -2001,Common vole,Microtus arvalis,Mammal,Scientific capturing,360,133,0.37,830,2.31,Yes,734,2.04,NA,96,0.27,NA,0,0.00,NA,Yes,SE only given for all ticks,No,NA,,,No,,No birds,,F,Yes
